官网顺序,目录路径,一级目录,二级目录,三级目录,页面标题,文档标题,doc_id,官方链接,接口名,接口类型,描述,更新时间,权限类型,权限原文,限量/频次原文,输入参数数量,输入参数结构,输出字段数量,输出字段摘要,证据状态
41,股票数据 / 财务数据 / 业绩快报,股票数据,财务数据,,业绩快报,业绩快报,46,https://tushare.pro/document/2?doc_id=46,express,股票数据 / 财务数据,描述：获取上市公司业绩快报,,积分可访问,权限：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,,5,"ts_code*:str, ann_date:str, start_date:str, end_date:str, period:str",32,"ts_code:str, ann_date:str, end_date:str, revenue:float, operate_profit:float, total_profit:float, n_income:float, total_assets:float, total_hldr_eqy_exc_min_int:float, diluted_eps:float, diluted_roe:float, yoy_net_profit:float, bps:float, yoy_sales:float, yoy_op:float, yoy_tp:float, yoy_dedu_np:float, yoy_eps:float, yoy_roe:float, growth_assets:float, yoy_equity:float, growth_bps:float, or_last_year:float, op_last_year:float, tp_last_year:float, np_last_year:float, eps_last_year:float, open_net_assets:float, open_bps:float, perf_summary:str, is_audit:int, remark:str",官网右侧文档直接提取
42,股票数据 / 财务数据 / 分红送股数据,股票数据,财务数据,,分红送股数据,分红送股,103,https://tushare.pro/document/2?doc_id=103,dividend,股票数据 / 财务数据,描述：分红送股数据,,积分可访问,权限：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,,5,"ts_code:str, ann_date:str, record_date:str, ex_date:str, imp_ann_date:str",16,"ts_code:str(Y), end_date:str(Y), ann_date:str(Y), div_proc:str(Y), stk_div:float(Y), stk_bo_rate:float(Y), stk_co_rate:float(Y), cash_div:float(Y), cash_div_tax:float(Y), record_date:str(Y), ex_date:str(Y), pay_date:str(Y), div_listdate:str(Y), imp_ann_date:str(Y), base_date:str(N), base_share:float(N)",官网右侧文档直接提取
43,股票数据 / 财务数据 / 财务指标数据,股票数据,财务数据,,财务指标数据,财务指标数据,79,https://tushare.pro/document/2?doc_id=79,fina_indicator,股票数据 / 财务数据,描述：获取上市公司财务指标数据，为避免服务器压力，现阶段每次请求最多返回100条记录，可通过设置日期多次请求获取更多数据。,,积分可访问,权限：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,,5,"ts_code*:str, ann_date:str, start_date:str, end_date:str, period:str",167,"ts_code:str(Y), ann_date:str(Y), end_date:str(Y), eps:float(Y), dt_eps:float(Y), total_revenue_ps:float(Y), revenue_ps:float(Y), capital_rese_ps:float(Y), surplus_rese_ps:float(Y), undist_profit_ps:float(Y), extra_item:float(Y), profit_dedt:float(Y), gross_margin:float(Y), current_ratio:float(Y), quick_ratio:float(Y), cash_ratio:float(Y), invturn_days:float(N), arturn_days:float(N), inv_turn:float(N), ar_turn:float(Y), ca_turn:float(Y), fa_turn:float(Y), assets_turn:float(Y), op_income:float(Y), valuechange_income:float(N), interst_income:float(N), daa:float(N), ebit:float(Y), ebitda:float(Y), fcff:float(Y), fcfe:float(Y), current_exint:float(Y), noncurrent_exint:float(Y), interestdebt:float(Y), netdebt:float(Y), tangible_asset:float(Y), working_capital:float(Y), networking_capital:float(Y), invest_capital:float(Y), retained_earnings:float(Y), diluted2_eps:float(Y), bps:float(Y), ocfps:float(Y), retainedps:float(Y), cfps:float(Y), ebit_ps:float(Y), fcff_ps:float(Y), fcfe_ps:float(Y), netprofit_margin:float(Y), grossprofit_margin:float(Y), cogs_of_sales:float(Y), expense_of_sales:float(Y), profit_to_gr:float(Y), saleexp_to_gr:float(Y), adminexp_of_gr:float(Y), finaexp_of_gr:float(Y), impai_ttm:float(Y), gc_of_gr:float(Y), op_of_gr:float(Y), ebit_of_gr:float(Y) ... +107",官网右侧文档直接提取
44,股票数据 / 财务数据 / 财务审计意见,股票数据,财务数据,,财务审计意见,财务审计意见,80,https://tushare.pro/document/2?doc_id=80,fina_audit,股票数据 / 财务数据,描述：获取上市公司定期财务审计意见数据,,积分可访问,权限：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,,5,"ts_code*:str, ann_date:str, start_date:str, end_date:str, period:str",7,"ts_code:str, ann_date:str, end_date:str, audit_result:str, audit_fees:float, audit_agency:str, audit_sign:str",官网右侧文档直接提取
45,股票数据 / 财务数据 / 主营业务构成,股票数据,财务数据,,主营业务构成,主营业务构成,81,https://tushare.pro/document/2?doc_id=81,fina_mainbz,股票数据 / 财务数据,描述：获得上市公司主营业务构成，分地区和产品两种方式,,积分可访问,权限：用户需要至少2000积分才可以调取，具体请参阅积分获取办法 ，单次最大提取100行，总量不限制，可循环获取。,,5,"ts_code*:str, period:str, type:str, start_date:str, end_date:str",9,"ts_code:str, end_date:str, bz_item:str, bz_code:str, bz_sales:float, bz_profit:float, bz_cost:float, curr_type:str, update_flag:str",官网右侧文档直接提取
46,股票数据 / 财务数据 / 财报披露日期表,股票数据,财务数据,,财报披露日期表,财报披露计划,162,https://tushare.pro/document/2?doc_id=162,disclosure_date,股票数据 / 财务数据,描述：获取财报披露计划日期,,积分可访问,积分：用户需要至少2000积分才可以调取，积分越多权限越大，具体请参阅积分获取办法,限量：单次最大6000，总量不限制,5,"ts_code:str, end_date:str, pre_date:str, ann_date:str, actual_date:str",6,"ts_code:str(Y), ann_date:str(Y), end_date:str(Y), pre_date:str(Y), actual_date:str(Y), modify_date:str(N)",官网右侧文档直接提取
48,股票数据 / 参考数据 / 个股异常波动,股票数据,参考数据,,个股异常波动,个股异常波动,451,https://tushare.pro/document/2?doc_id=451,stk_shock,股票数据 / 参考数据,描述：根据证券交易所交易规则的有关规定，交易所每日发布股票交易异常波动情况,,积分可访问,积分：需要6000积分可以调取，具体请参阅积分获取办法,限量：单次最大1000条，可根据代码或日期循环提取,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",6,"ts_code:str(Y), trade_date:str(Y), name:str(Y), trade_market:str(Y), reason:str(Y), period:str(Y)",官网右侧文档直接提取
49,股票数据 / 参考数据 / 个股严重异常波动,股票数据,参考数据,,个股严重异常波动,个股严重异常波动,452,https://tushare.pro/document/2?doc_id=452,stk_high_shock,股票数据 / 参考数据,描述：根据证券交易所交易规则的有关规定，交易所每日发布股票交易严重异常波动情况,,积分可访问,积分：需要6000积分可以调取，具体请参阅积分获取办法,限量：单次最大1000条，可根据代码或日期循环提取,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",6,"ts_code:str(Y), trade_date:str(Y), name:str(Y), trade_market:str(Y), reason:str(Y), period:str(Y)",官网右侧文档直接提取
50,股票数据 / 参考数据 / 交易所重点提示证券,股票数据,参考数据,,交易所重点提示证券,交易所重点提示证券,453,https://tushare.pro/document/2?doc_id=453,stk_alert,股票数据 / 参考数据,描述：根据证券交易所交易规则的有关规定，交易所每日发布重点提示证券,,积分可访问,积分：需要6000积分可以调取，具体请参阅积分获取办法,限量：单次最大1000条，可根据代码或日期循环提取,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",5,"ts_code:str(Y), name:str(Y), start_date:str(Y), end_date:str(Y), type:str(Y)",官网右侧文档直接提取
51,股票数据 / 参考数据 / 前十大股东,股票数据,参考数据,,前十大股东,前十大股东,61,https://tushare.pro/document/2?doc_id=61,top10_holders,股票数据 / 参考数据,描述：获取上市公司前十大股东数据，包括持有数量和比例等信息,,积分可访问,积分：需2000积分以上才可以调取本接口，5000积分以上频次会更高,,5,"ts_code*:str, period:str, ann_date:str, start_date:str, end_date:str",9,"ts_code:str, ann_date:str, end_date:str, holder_name:str, hold_amount:float, hold_ratio:float, hold_float_ratio:float, hold_change:float, holder_type:str",官网右侧文档直接提取
52,股票数据 / 参考数据 / 前十大流通股东,股票数据,参考数据,,前十大流通股东,前十大流通股东,62,https://tushare.pro/document/2?doc_id=62,top10_floatholders,股票数据 / 参考数据,描述：获取上市公司前十大流通股东数据,,积分可访问,积分：需2000积分以上才可以调取本接口，5000积分以上频次会更高,,5,"ts_code*:str, period:str, ann_date:str, start_date:str, end_date:str",9,"ts_code:str, ann_date:str, end_date:str, holder_name:str, hold_amount:float, hold_ratio:float, hold_float_ratio:float, hold_change:float, holder_type:str",官网右侧文档直接提取
53,股票数据 / 参考数据 / 股权质押统计数据,股票数据,参考数据,,股权质押统计数据,股权质押统计数据,110,https://tushare.pro/document/2?doc_id=110,pledge_stat,股票数据 / 参考数据,描述：获取股票质押统计数据,,积分可访问,积分：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,限量：单次最大1000,2,"ts_code:str, end_date:str",7,"ts_code:str(Y), end_date:str(Y), pledge_count:int(Y), unrest_pledge:float(Y), rest_pledge:float(Y), total_share:float(Y), pledge_ratio:float(Y)",官网右侧文档直接提取
54,股票数据 / 参考数据 / 股权质押明细数据,股票数据,参考数据,,股权质押明细数据,股权质押明细,111,https://tushare.pro/document/2?doc_id=111,pledge_detail,股票数据 / 参考数据,描述：获取股票质押明细数据,,积分可访问,积分：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,限量：单次最大1000,4,"ts_code:str, ann_date:str, start_date:str, end_date:str",14,"ts_code:str(Y), ann_date:str(Y), holder_name:str(Y), pledge_amount:float(Y), start_date:str(Y), end_date:str(Y), is_release:str(Y), release_date:str(Y), pledgor:str(Y), holding_amount:float(Y), pledged_amount:float(Y), p_total_ratio:float(Y), h_total_ratio:float(Y), is_buyback:str(Y)",官网右侧文档直接提取
55,股票数据 / 参考数据 / 股票回购,股票数据,参考数据,,股票回购,股票回购,124,https://tushare.pro/document/2?doc_id=124,repurchase,股票数据 / 参考数据,描述：获取上市公司回购股票数据,,积分可访问,积分：用户需要至少2000积分才可以调取，具体请参阅积分获取办法,,3,"ann_date:str, start_date:str, end_date:str",9,"ts_code:str(Y), ann_date:str(Y), end_date:str(Y), proc:str(Y), exp_date:str(Y), vol:float(Y), amount:float(Y), high_limit:float(Y), low_limit:float(Y)",官网右侧文档直接提取
56,股票数据 / 参考数据 / 限售股解禁,股票数据,参考数据,,限售股解禁,限售股解禁,160,https://tushare.pro/document/2?doc_id=160,share_float,股票数据 / 参考数据,描述：获取限售股解禁,,积分可访问,积分：120分可调取，每分钟内限制次数，超过5000积分频次相对较高，具体请参阅积分获取办法,限量：单次最大6000条，总量不限制,5,"ts_code:str, ann_date:str, float_date:str, start_date:str, end_date:str",7,"ts_code:str(Y), ann_date:str(Y), float_date:str(Y), float_share:float(Y), float_ratio:float(Y), holder_name:str(Y), share_type:str(Y)",官网右侧文档直接提取
57,股票数据 / 参考数据 / 大宗交易,股票数据,参考数据,,大宗交易,大宗交易,161,https://tushare.pro/document/2?doc_id=161,block_trade,股票数据 / 参考数据,描述：大宗交易,,积分可访问,积分：2000积分可调取，每分钟内限制次数，超过5000积分频次相对较高，具体请参阅积分获取办法,限量：单次最大1000条，总量不限制,4,"ts_code:str, trade_date:str, start_date:str, end_date:str",7,"ts_code:str(Y), trade_date:str(Y), price:float(Y), vol:float(Y), amount:float(Y), buyer:str(Y), seller:str(Y)",官网右侧文档直接提取
58,股票数据 / 参考数据 / 股票开户数据（停）,股票数据,参考数据,,股票开户数据（停）,股票账户开户数据,164,https://tushare.pro/document/2?doc_id=164,stk_account,股票数据 / 参考数据,描述：获取股票账户开户数据，统计周期为一周,,积分可访问,积分：600积分可调取，具体请参阅积分获取办法,,3,"date:str, start_date:str, end_date:str",5,"date:str(Y), weekly_new:float(Y), total:float(Y), weekly_hold:float(Y), weekly_trade:float(Y)",官网右侧文档直接提取
59,股票数据 / 参考数据 / 股票开户数据（旧）,股票数据,参考数据,,股票开户数据（旧）,股票账户开户数据（旧）,165,https://tushare.pro/document/2?doc_id=165,stk_account_old,股票数据 / 参考数据,描述：获取股票账户开户数据旧版格式数据，数据从2008年1月开始，到2015年5月29，新数据请通过股票开户数据获取。,,积分可访问,积分：600积分可调取，具体请参阅积分获取办法,,2,"start_date:str, end_date:str",9,"date:str(Y), new_sh:int(Y), new_sz:int(Y), active_sh:float(Y), active_sz:float(Y), total_sh:float(Y), total_sz:float(Y), trade_sh:float(Y), trade_sz:float(Y)",官网右侧文档直接提取
60,股票数据 / 参考数据 / 股东人数,股票数据,参考数据,,股东人数,股东人数,166,https://tushare.pro/document/2?doc_id=166,stk_holdernumber,股票数据 / 参考数据,描述：获取上市公司股东户数数据，数据不定期公布,,积分可访问,积分：600积分可调取，基础积分每分钟调取100次，5000积分以上频次相对较高。具体请参阅积分获取办法,"限量：单次最大3000,总量不限制",5,"ts_code:str, ann_date:str, enddate:str, start_date:str, end_date:str",4,"ts_code:str(Y), ann_date:str(Y), end_date:str(Y), holder_num:int(Y)",官网右侧文档直接提取
61,股票数据 / 参考数据 / 股东增减持,股票数据,参考数据,,股东增减持,股东增减持,175,https://tushare.pro/document/2?doc_id=175,stk_holdertrade,股票数据 / 参考数据,描述：获取上市公司增减持数据，了解重要股东近期及历史上的股份增减变化,,积分可访问,积分：用户需要至少2000积分才可以调取。基础积分有流量控制，积分越多权限越大，5000积分以上无明显限制，请自行提高积分，具体请参阅积分获取办法,限量：单次最大提取3000行记录，总量不限制,6,"ts_code:str, ann_date:str, start_date:str, end_date:str, trade_type:str, holder_type:str",13,"ts_code:str(Y), ann_date:str(Y), holder_name:str(Y), holder_type:str(Y), in_de:str(Y), change_vol:float(Y), change_ratio:float(Y), after_share:float(Y), after_ratio:float(Y), avg_price:float(Y), total_share:float(Y), begin_date:str(N), close_date:str(N)",官网右侧文档直接提取
